Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Actual sentence
5899,38G0E1M85L48J9SIBMTIN17DKCQUVH,3.4,3.6,3.8,12,82,66.66666667,5.916666667,58.33333333,"These writers play into viewers' expectations of type, rather than challenge them."
5900,32K26U12DMNM27HWPR3TD13PYCWVD9,1.8,2.6,5.6,8,45,56.25,2.25,75,"These younger guys, they don't know the code."
5901,3SMIWMMK604LYYSN1WYE93QRRLSUWR,5.2,6.2,3,17,99,73.52941176,4,52.94117647,The shares have declined 2.9 percent since the end of September after more than tripling this year.
5902,3HUR21WDDTOH47HIL2RPE7ABWBAXYM,5.8,5.6,4,18,100,75,2.833333333,44.44444444,"The shares, which traded at more than $61 each in February 2007, have declined 84 percent this year."
5903,3SZYX62S5FZPN417SNIU9BZUZDR57J,3.6,5.2,4.2,20,111,80,5.75,60,The shelves are lower so it's easier for staff to spot customers in need and for shoppers to reach merchandise.
5904,3UL5XDRDNBITNI6Q2SA0NBVPAXX586,1.8,4.2,3.2,18,93,77.77777778,6.666666667,50,The sheriff put a tall mast on the boat that keeps it from getting under the bridge (DUMB!!).
5905,304QEQWKZOJXD375C3TK32PY8UR0OK,4.2,5.2,3.6,34,209,72.05882353,3.176470588,79.41176471,"The show, created by Ryan Murphy (""Nip/Tuck""), Brad Falchuk, and Ian Brennan, is all about eschewing the George W. Bush-bred notion that real cowboys can't have moments of indecision - or love musical theater."
5906,391JB9X4ZX7BQQTX3GOPUIF2RSHKMU,5.2,4.4,2.8,6,46,66.66666667,3.666666667,83.33333333,The show's producers are soliciting questions.
5907,39AYGO6AFEJA9TT8DD9OXEZKVN7N6S,5.4,5.8,4.8,33,215,78.78787879,4.242424242,54.54545455,"The shredded files, which any good German bureaucrat knows as vorvernichtete Akten or pre-destroyed files -- fill a staggering 16,000 mail sacks that contain about 45 million individual pages, or 600 million scraps."
5908,3N2YPY1GI5XRUDVWLMEDJJLAYOXVE2,5.6,6,2.4,18,97,75,4.944444444,61.11111111,"The Siena College poll has Owens picking up 36 percent of the vote, while Hoffman has 35 percent."
5909,30ZKOOGW2V58IOYMY3S2GCO3O5SA1X,5,6,2.4,14,73,89.28571429,2.285714286,64.28571429,"The Siena poll showed Owens at 36%, Hoffman at 35% and Scozzafava at 20%."
5910,3ZFRE2BDQ8DH9XRNHOT8SEJD25EXZD,5.8,5.2,4.2,18,123,75,4.222222222,83.33333333,"The Siena Research Institute poll shows Democrat Bill Owens and Doug Hoffman are neck-and-neck, with Scozzafava far behind."
5911,3J6BHNX0U8RH88EXFH3P7X42WIRKNU,4.8,4.4,2.4,22,121,52.27272727,4.590909091,72.72727273,"""The simple answer is I don't know,"" said Gerald Treece, a longtime friend who also will serve as executor of the estate."
5912,3FJ2RVH25Y512Q6DP1EGP0NOATO29R,4.6,4.2,4.4,18,110,58.33333333,4.722222222,61.11111111,"""The simple fact is this: We are willing to engage in peace talks immediately without preconditions,"" he said."
5913,3IH9TRB0FAYNO6HKARKFXACM1DXI19,2,3.6,3.4,7,42,71.42857143,5.571428571,71.42857143,The singer sounds just like Janis Joplin!!
5914,3ZRKL6Z1E729MZAJXMZW8ZMFC0ISGB,5.8,4.8,4,12,83,66.66666667,2.083333333,75,"The situation in Ukraine ""has reached the epidemic threshold,"" Ms. Tymoshenko said."
5915,3GVPRXWRPGT1ZSWMZ71OYK3Z4ZX7IV,2.8,4.6,5.6,9,61,55.55555556,2.666666667,55.55555556,The sixty-year-old blind swami flatly refuses to buckle down.
5916,3MGHRFQY2KO97HB7IQ2I5TN0M4PY0S,5,5.4,5,19,116,73.68421053,2.421052632,68.42105263,"The slightly older Ella (Katie Cassidy) on ""Melrose Place"" also insists on a degree of murk regarding her sexuality."
5917,3ZXV7Q5FJANN1IPSPG3EB9ILPIWFC5,4.8,5.2,3.4,14,70,64.28571429,7.071428571,71.42857143,"The snow has melted, the ice is off the lake, things are looking good."
5918,35YHTYFL1F2J0RVSGXYJ116AAPCVFK,3.6,5,4.2,19,101,86.84210526,2.526315789,57.89473684,The Sony PS3 -- a popular choice for eye-candy junkies with its Blu-ray playback -- is a perfect fit.
5919,3MJ9GGZYO25F79GIH7SGLVY8GB6A2E,6.2,6.2,4,29,200,82.75862069,3.068965517,65.51724138,The Southern African Development Community (SADC) delegation that was in Zimbabwe to consult with members of the national unity government will recommend the convening of an extraordinary summit soon.
5920,3GS542CVJUMT1NP07KGEN7Q0U3F59V,4.4,5.2,2.8,27,169,68.51851852,3.851851852,55.55555556,"The sparsely attended event for the school with 4,500 students was locked down while police and school district security combed the campus for the perpetrators, he said."
5921,36818Z1KV2C4SRC1L76L4530MP6A3P,3,4.2,4.4,5,32,80,5.4,80,The special election is Tuesday.
5922,3G4VVJO6PYFHBTQAVWGHBM9XWXSKPQ,5.4,4.2,5.4,21,147,83.33333333,1.142857143,52.38095238,"The spectacular flameout of the Scozzafava campaign, with the GOP rank-and-file providing both the torches and the fuel, inspires this observation:"
5923,3OB6JN3A9POXDU6ST0XMVU1GMKARMT,2,4.8,4,12,75,66.66666667,5.25,75,The spinning of the drive doesn't indicate that the writing isn't complete.
5924,3WRAAIUSBIYG8PJF5WD9BLS4TK6XAB,6,5.8,4.4,40,261,82.5,6.1,67.5,"The squad seized his computers, camera memory cards, books, air-filtration masks, bumper stickers and political posters -- all purportedly evidence that the 41-year old social worker had broken a federal anti-rioting law that carries up to five years in prison."
5925,3NSCTNUR2YM766Z5ZQUEJ21K0LX5AA,3,4.6,3.2,11,66,50,7.909090909,81.81818182,The SSA letter didn't say what the background check had uncovered.
5926,3OID399FXF6X6AV6PCYPVF03AI8FD5,5.4,4.8,5.6,21,130,69.04761905,6.857142857,66.66666667,"The SSA subsequently sent CMS a letter stating that the background check showed Studnitz was ""unsuitable"" to work on the contract."
5927,3K3G488TR17ZTM6MOMR092GP43JQ52,5,5.8,2.8,28,164,80.35714286,6,60.71428571,"The stack will be positioned on top of the segments already in place on the mobile launcher platform in High Bay 3, completing assembly of the 327-foot-tall rocket."
5928,3G9UA71JVUTXU3GSHPMOALIZHEM7J7,4.6,4.8,4.4,25,152,82,5.08,60,The stage is set for Tuesday's elections: At least a two-out-of-three defeat for the Democrats on the ballot one year after Obama was elected president.
5929,371QPA24C1NDXKXV43JJBHEVCUG1TC,5.8,6.2,3.8,27,177,77.77777778,7.185185185,70.37037037,"The Standard & Poor's 500 Index fell last week, marking the first monthly drop since February, after reports prompted concern that consumers will restrain the economic recovery."
5930,3YGYP1364083VCRS51CM89QGRAKRNT,2.2,5.6,3,10,54,40,10.1,70,the startx command tells me that is is already running
5931,3MIVREZQVGX2B5RPV9V6BRZ71TEKQH,4.6,6,4,54,333,62.96296296,6.685185185,59.25925926,"The Stasi, which is said to have had more than 170,000 informers, succeeded in destroying thousands of files, shredding them in machines called ""ripping wolves"" until the equipment broke down under the weight of the task, then through burning and pulping (the contents, held in buckets in the archive, are known as ""Stasi porridge"")."
5932,3909MD9T2YG2YG96L7991XIOAU9FEY,3.8,5.2,3.4,18,103,83.33333333,8.833333333,72.22222222,The State Department has open reports of 954 U.S. citizen children being taken into Mexico by a parent.
5933,31HLTCK4BKUPERRNRH41JM6MB4CVGJ,4.6,4.8,3.6,9,57,88.88888889,6.888888889,66.66666667,"The state has little authority outside the capital, Sana."
5934,3NZ1E5QA6Y0CPG4X54UAEDLQI3I5B5,4.6,4.8,3.6,37,239,66.21621622,4.486486486,67.56756757,"The state has several trade offices around the world, though Quinn said he envisioned Adams would expand the South African office so that it also would focus on building relationships with universities and the country's academic community."
5935,3SA4EMRVJU1FY3J6R36ZS2UOIZN0P1,4.4,5.8,3.6,45,253,73.33333333,4.066666667,60,"""The state is struggling because the monies spent on this erosion problem are huge sums of money. So we will of course need a lot of help from the international community and the federal government. Alone it would be a Herculean task for Anambra state."""
5936,3MJ9GGZYO25F79GIH7SGLVY8GB62A6,5.2,5.4,3.8,24,170,81.25,4.25,62.5,The state is trying to avoid another holiday-season controversy by barring religious and other nongovernmental displays inside buildings at the Capitol campus in Olympia.
5937,3YO4AH2FPCJ0YFKLRGLOS7KYNV90QS,5.6,5.4,3,17,105,82.35294118,5.352941176,64.70588235,The statement said the man was suspected of involvement in last Sunday's bombing of the Justice Ministry.
5938,3UOMW19E6C5VZLW3J4Q5PXR80OI5CC,4.2,4.2,3.6,9,68,88.88888889,1.111111111,77.77777778,The state's environment commissioner Michael Egbebike speaks to VOA.
5939,3IVKZBIBJZ8NMV5UHSHETZYGR0VSHA,5,5.2,3,28,170,62.5,3.785714286,53.57142857,"The state will spend roughly $350 million more in 2010 than it was paying in 2006 to maintain its health care system, according to the Massachusetts Taxpayers Foundation."
5940,30IRMPJWDYI2N66P8OK6GH9CXFGKRI,3.2,5,3.4,11,55,72.72727273,6,54.54545455,The statue of liberty is located all the way down town.
5941,374UMBUHN4OXKN7TK083SDXMGR4CTA,3,3.8,4.8,30,166,48.33333333,5.166666667,56.66666667,"The stories of people who have never donated, one person who had bought some neccessities at Walmart and then returned them so he could send a money order for $25.00."
5942,3SCKNODZ0WFTDT7DWNEG3SZGQYRN7R,4.4,4.2,3.8,8,41,56.25,5.75,62.5,The story and the list have been updated.
5943,3CO05SML7U40AGZL4VAOXXU3JHB0RT,4.2,5,4.2,20,126,95,3.1,65,"The story is the ultimate tale in Ancestral Shadows, a new anthology of Russell's stories, with introduction by Vigen Guroian."
5944,32PT7WK7DLE2QYFD5HXNU6B67S43DL,3,2.8,4.8,10,53,60,5.2,60,"The story was that it was just a ""weird coincidence."""
5945,3UYRNV2KISYXD7CW6S6MHSVB1IXN8E,4.8,5.2,3.6,21,116,78.57142857,4.571428571,61.9047619,"The strategy also called for later DVD home sales of the movie, a CD box set, and all the predictable merchandising."
5946,3CKVGCS3PF4CBVZYJKATN7ZZ5JU0SH,4.4,4.6,3.4,32,187,67.1875,5.0625,62.5,"The subsidies the state offers to moderate-income families who make too much money to qualify for Medicaid, but who cannot afford insurance on their own, is a crucial piece of the puzzle."
5947,3L21G7IH46V9E6WPE96IJY6ARWVY1V,4.8,5.4,3.4,28,157,60.71428571,5.607142857,64.28571429,The successful candidate is expected to be announced soon and the position will come into force once the Lisbon Treaty has been ratified by all 27 EU states.
5948,3WYZV0QBFICLRZO7BAD56WCAB2RXB6,3.6,5,4,12,59,58.33333333,4.333333333,66.66666667,"The summer crowds are gone, and it's a great time to visit."
5949,3CMIQF80GMPVCQ60T51518UP0YUQ6I,4.8,5.6,4.2,27,164,77.77777778,7.592592593,59.25925926,The Sunday Times has learnt that Miliband has secretly held a number of discussions with the socialist faction in the European parliament about running for the job.
5950,3KLL7H3EGC03ENMYBNMJ4MINQ4PVHI,5.6,5.4,3.4,34,198,85.29411765,4.852941176,70.58823529,The Supreme Court Collegium has pulled the name of Karnataka High Court Chief Justice P D Dinakaran from the five-strong list of HC chief justices it had recommended for elevation to the apex court.
5951,341YLJU21HYUDRZGTVKT2TMRTJBI2Q,5.6,5.2,2.8,23,146,71.73913043,5.739130435,60.86956522,"The survey of laws, practices and size of inflows in 60 jurisdictions found Delaware coming in first, followed by Luxembourg and then Switzerland."
5952,3N7PQ0KLI4O7I4TD1C870OTR7453EE,4.4,5,3.6,18,93,66.66666667,5.333333333,55.55555556,"The suspect was taken to the hospital, where he died from a loss of blood, the ministry said."
5953,32FESTC2NGPCK0MIK5YDX9JOZ5BCU1,5.2,5.2,4.2,31,198,75.80645161,4.322580645,64.51612903,"The Swedish EU presidency released a statement Thursday, denouncing the recent death penalty handed down to two Tibetans involved in the Lhasa riot and asking China to abolish the capital sentences."
5954,3VO4XFFP14LEGQK5CF6X7MULV9EQ7H,6.2,5.2,3.8,9,80,77.77777778,1.777777778,88.88888889,The Swiss-based International Olympic Committee also rejects Yuan's allegations.
5955,3G5RUKN2EB2XRCV6BKC0HOQMLOFN93,4.8,4.6,3,23,122,60.86956522,4.826086957,56.52173913,"The symptoms were pretty much the same as what you describe; in fact, in particular, it was the alt key that had problems."
5956,3RWSQDNYL8LU4U92GITFJF3OMVOFFG,4.6,6.2,3,12,83,75,3.75,58.33333333,"The T40 came with three different wireless cards, each requiring different drivers."
5957,30EMX9PEVJIEOL62NDKB6RE8JHZKS6,3.4,4.8,4,15,81,46.66666667,9.533333333,60,The Talk wanted to know what makes those people hired to give us nightmares tick.
5958,3UEDKCTP9UPS5NMAZAM0B0ICW3M7K6,5.4,5,4.8,30,190,86.66666667,4,56.66666667,"The tall, middle-aged man stared at the names of the mayoral candidates on an electronic voting machine for some time Thursday morning, struggling to recall any major differences among them."
5959,3ZXNP4Z39QK3PT4SKAY1Q0VRL3R7L9,4.8,5,3.4,12,68,75,5.833333333,66.66666667,"The tariffs will take effect on Monday this week, the ministry said."
5960,3MVY4USGB5MNIQGENAZZTBZVRDASI3,4.8,5.4,5,47,277,76.59574468,3.914893617,59.57446809,"The task, along with meeting family members of troops killed in action, has been so wrenching - balancing the anger, grief and pride of families coping with the loss symbolized by a flag-draped coffin - that the president often leaned on his wife, Laura, for emotional support."
5961,3OLZC0DJ8IE3AIXIH5444YJ2QH4VIB,3.2,4.4,3.4,25,148,72,3.76,64,The team doesn't reinvent the wheel figuring out what to award - Uncharted 2's trophy list mirrors in large part that of Uncharted: Drake's Fortune.
5962,3MQY1YVHS2JKQJLANLSCG6IEYTR2B1,5.6,6,3.2,29,194,81.03448276,3.448275862,62.06896552,"The Tempe, Arizona-based Institute for Supply Management may report tomorrow that its manufacturing index climbed to 53 in October, the highest level since August 2006, the survey median showed."
5963,3V0TR1NRV91PANV5LLB4EAV60P2A4A,3.2,3.2,3.4,12,75,62.5,4.166666667,83.33333333,"The test page says ghostscript, not CUPS...not sure what the difference is."
5964,37MQ8Z1JQDVG3RELXD6WOHGFJ29Y2C,4.2,5,3,8,39,62.5,5,50,"The test was conducted on May 20, 2009."
5965,3RBI0I35XD25O9A41DK17RL7PG9Y3N,1.2,4.4,2.6,20,113,62.5,4.2,65,"the theme i downloaded includes the mac osx like scroll bar and is supposed to replace the system control, right?"
5966,3NFWQRSHVDD0IU5XR2ZX1030NAOFGF,3.4,3.2,5.6,25,116,34,6.84,60,"The thing does not work as it is, so it could be only very slightly more useless even if you drove your car over it!"
5967,3I7SHAD35LVNVBMDKMZGQDAGL8H7MB,2.4,3.8,4,19,91,47.36842105,7.578947368,63.15789474,The things you want to do are close together (you can just leave the car in the hotel lot).
5968,3HXCEECSQLS692HXMKFABSQM4B7ZYK,4.6,5.6,4.4,20,113,90,6.4,60,The third-quarter surge came after the Celtics' second unit had dug the hole for the Bulls in the second quarter.
5969,36JW4WBR05JEIQ08B8HFM0F12A1FHE,3.4,4.6,4.6,18,101,77.77777778,5.611111111,66.66666667,"The third race which has a national audience on Tuesday, in New Jersey, is more difficult to predict."
5970,3OZ4VAIBEWEZ5THOZNP4GZY23WTVJN,4.8,3.6,5,11,64,40.90909091,4.363636364,63.63636364,The thousands who apply to see their files would probably agree.
5971,3J94SKDEKHO54D2HJ0LG939QLOU5DC,4.8,5.8,2.6,5,30,50,1,60,The three attackers also died.
5972,3XABXM4AJ04IG4POMKY3LMQG6TKQ84,4,4,5.4,16,96,65.625,4.875,50,"""The three of us don't want to take credit for the accomplishments of the previous generations."""
5973,3TFJJUELSGO30ODG1LO7RQOWGER2C8,4.6,4.8,5.8,26,156,88.46153846,5.115384615,65.38461538,"The tiny state of Delaware beats the Alpine country in a contest for the most secretive financial jurisdiction, a tax justice rights group said on Saturday."
5974,338431Z1FKELDXR46GCZNYQLHKPRO8,4.8,6,2.8,50,316,69,5.04,72,"The tools are basic-you can crop, adjust exposure, saturation, and tint, among others, with some standard special effects like soft focus, colors and filters like ""warm vintage"" and pop-but using entirely swipe-based gestures as a virtual slider for how intensely or lightly the effect is applied is natural and easy"
5975,3JHB4BPSFJ8IU98YRC4HLILRQZ2Q9T,4.6,5.8,2.4,20,136,100,3.25,85,"The top contest pits freshman Rep. Laura Grant, D-Walla Walla, against GOP challenger Terry Nealey, a former Columbia County prosecutor."
5976,3M93N4X8HJMJD10K5SKZ5CEV4SZSJF,4.8,4.8,4.4,30,180,51.66666667,6.266666667,63.33333333,The Tories have stated that they would bring down the deficit further and faster than Labour and would begin cutting public spending immediately if they win the election next year.
5977,3QHITW7OYN8WZSI3JIIHHDWBWHKQA8,4.8,5.4,3.6,49,279,66.32653061,5.448979592,55.10204082,"The Tories last night confirmed that Ashcroft had been on the trip and attended some meetings, but refused to say who he had met, or whether he was being groomed for a high-level foreign policy position either in an advisory or a ministerial capacity in a future Tory government."
5978,38F60IALAFGDQVCD8KFJXCVL7280T6,5,4.8,5,15,81,66.66666667,14.8,73.33333333,"""The Tories making cuts now and cuts next year are putting the recovery at risk."""
5979,3N5YJ55YXF2BWV5B3QQ0DJ16R6XNAI,2.2,4,4.2,7,34,85.71428571,5.428571429,57.14285714,The Tow Bar needs a revamp though.
